nom,code,codeDepartement,siren,codeEpci,codeRegion,codesPostaux,population
Guyans-Durnes,25300,25,212503007,242504181,27,['25580'],318.0
Guyans-Vennes,25301,25,212503015,242504181,27,['25390'],838.0
Hérimoncourt,25304,25,212503049,200065647,27,['25310'],3508.0
L'Hôpital-du-Grosbois,25305,25,212503056,200068070,27,['25620'],611.0
L'Hôpital-Saint-Lieffroy,25306,25,212503064,200068294,27,['25340'],121.0
Les Hôpitaux-Neufs,25307,25,212503072,200069565,27,['25370'],967.0
Les Hôpitaux-Vieux,25308,25,212503080,200069565,27,['25370'],462.0
Houtaud,25309,25,212503098,242500338,27,['25300'],1216.0
Huanne-Montmartin,25310,25,212503106,200068294,27,['25680'],101.0
Hyémondans,25311,25,212503114,200068294,27,['25250'],191.0
Hyèvre-Magny,25312,25,212503122,242504447,27,['25110'],61.0
Hyèvre-Paroisse,25313,25,212503130,242504447,27,['25110'],190.0
Indevillers,25314,25,212503148,200023075,27,['25470'],236.0
L'Isle-sur-le-Doubs,25315,25,212503155,200068294,27,['25250'],2780.0
Issans,25316,25,212503163,200065647,27,['25550'],239.0
Jallerange,25317,25,212503171,200041887,27,['25170'],279.0
Jougne,25318,25,212503189,200069565,27,['25370'],1937.0
Labergement-Sainte-Marie,25320,25,212503205,200069565,27,['25160'],1273.0
Villers-le-Lac,25321,25,212503213,242504116,27,['25130'],5292.0
Laire,25322,25,212503221,247000722,27,['25550'],405.0
Laissey,25323,25,212503239,242504447,27,['25820'],438.0
Lanans,25324,25,212503247,242504371,27,['25360'],163.0
Landresse,25325,25,212503254,242504181,27,['25530'],236.0
Lantenne-Vertière,25326,25,212503262,200041887,27,['25170'],562.0
Lanthenans,25327,25,212503270,200068294,27,['25250'],68.0
Larnod,25328,25,212503288,242500361,27,['25720'],773.0
Laval-le-Prieuré,25329,25,212503296,242504355,27,['25210'],32.0
Lavans-Quingey,25330,25,212503304,200068070,27,['25440'],188.0
Lavans-Vuillafans,25331,25,212503312,200068070,27,['25580'],232.0
Lavernay,25332,25,212503320,200041887,27,['25170'],589.0
Laviron,25333,25,212503338,242504181,27,['25510'],356.0
Levier,25334,25,200068401,242504488,27,['25270'],2400.0
Liebvillers,25335,25,212503353,200023075,27,['25190'],148.0
Liesle,25336,25,212503361,200068070,27,['25440'],558.0
Lizine,25338,25,212503387,200068070,27,['25330'],87.0
Lods,25339,25,212503395,200068070,27,['25930'],253.0
Lombard,25340,25,212503403,200068070,27,['25440'],195.0
Lomont-sur-Crête,25341,25,212503411,242504447,27,['25110'],170.0
Longechaux,25342,25,212503429,242504181,27,['25690'],78.0
Longemaison,25343,25,212503437,242504181,27,['25690'],167.0
Longevelle-lès-Russey,25344,25,212503445,242504371,27,['25380'],37.0
Longevelle-sur-Doubs,25345,25,212503452,200065647,27,['25260'],646.0
Longeville,25346,25,212503460,200068070,27,['25330'],174.0
Longevilles-Mont-d'Or,25348,25,212503486,200069565,27,['25370'],625.0
Loray,25349,25,212503494,242504181,27,['25390'],623.0
Lougres,25350,25,212503502,200065647,27,['25260'],742.0
Le Luhier,25351,25,212503510,242504355,27,['25210'],244.0
Luxiol,25354,25,212503544,242504447,27,['25110'],157.0
Magny-Châtelard,25355,25,212503551,242504181,27,['25360'],60.0
Maîche,25356,25,212503569,200023075,27,['25120'],4254.0
Maisons-du-Bois-Lièvremont,25357,25,212503577,242500320,27,['25650'],835.0
Malans,25359,25,212503593,200068070,27,['25330'],157.0
Malbrans,25360,25,212503601,200068070,27,['25620'],155.0
Malbuisson,25361,25,212503619,200069565,27,['25160'],903.0
Malpas,25362,25,212503627,200069565,27,['25160'],300.0
Mamirolle,25364,25,934280017,242500361,27,['25620'],1988.0
Mancenans,25365,25,212503650,200068294,27,['25250'],321.0
Mancenans-Lizerne,25366,25,212503668,200023075,27,['25120'],181.0
Mandeure,25367,25,212503676,200065647,27,['25350'],4612.0
Marchaux-Chaudefontaine,25368,25,200077212,242500361,27,['25640'],1447.0
Marvelise,25369,25,212503692,200068294,27,['25250'],147.0
Mathay,25370,25,212503700,200065647,27,['25700'],2115.0
Mazerolles-le-Salin,25371,25,212503718,242500361,27,['25170'],218.0
Médière,25372,25,212503726,200068294,27,['25250'],281.0
Le Mémont,25373,25,212503734,242504355,27,['25210'],47.0
Mercey-le-Grand,25374,25,212503742,200041887,27,['25410'],520.0
Les Monts-Ronds,25375,25,200096915,200068070,27,"['25620', '25660']",667.0
Mérey-Vieilley,25376,25,212503767,242500361,27,['25870'],178.0
Mésandans,25377,25,212503775,200068294,27,['25680'],233.0
Meslières,25378,25,212503783,200065647,27,['25310'],323.0
Mesmay,25379,25,212503791,200068070,27,['25440'],67.0
Métabief,25380,25,212503809,200069565,27,['25370'],1375.0
Miserey-Salines,25381,25,212503817,242500361,27,['25480'],2661.0
Moncey,25382,25,212503825,242504447,27,['25870'],610.0
Moncley,25383,25,212503833,200041887,27,['25170'],308.0
Mondon,25384,25,212503841,200068294,27,['25680'],77.0
Montagney-Servigney,25385,25,212503858,200068294,27,['25680'],121.0
Montancy,25386,25,212503866,200023075,27,['25190'],127.0
Montandon,25387,25,212503874,200023075,27,['25190'],371.0
Montbéliard,25388,25,212503882,200065647,27,['25200'],24672.0
Montbéliardot,25389,25,212503890,242504355,27,['25210'],114.0
Pays-de-Montbenoît,25390,25,934243239,242500320,27,['25650'],1923.0
Mont-de-Laval,25391,25,212503916,242504355,27,['25210'],194.0
Mont-de-Vougney,25392,25,212503924,200023075,27,['25120'],193.0
Montécheroux,25393,25,212503932,200023075,27,['25190'],563.0
Montenois,25394,25,212503940,200065647,27,['25260'],1362.0
Montfaucon,25395,25,212503957,242500361,27,['25660'],1622.0
Montferrand-le-Château,25397,25,212503973,242500361,27,['25320'],2180.0
Montgesoye,25400,25,212504005,200068070,27,['25111'],498.0
Montivernage,25401,25,212504013,242504447,27,['25110'],27.0
Montjoie-le-Château,25402,25,212504021,200023075,27,['25190'],23.0
Montlebon,25403,25,212504039,242504116,27,['25500'],2244.0
Montmahoux,25404,25,212504047,200068070,27,['25270'],94.0
Montperreux,25405,25,212504054,200069565,27,['25160'],940.0
Montrond-le-Château,25406,25,212504062,200068070,27,['25660'],558.0
Montussaint,25408,25,212504088,200068294,27,['25680'],54.0
Morre,25410,25,212504104,242500361,27,['25660'],1303.0
Morteau,25411,25,212504112,242504116,27,['25500'],6953.0
Mouthe,25413,25,212504138,200069565,27,['25240'],1037.0
Le Moutherot,25414,25,212504146,200041887,27,['25170'],132.0
Mouthier-Haute-Pierre,25415,25,212504153,200068070,27,['25920'],363.0
Myon,25416,25,212504161,200068070,27,['25440'],182.0
Naisey-les-Granges,25417,25,212504179,242504181,27,['25360'],835.0
Nancray,25418,25,212504187,242500361,27,['25360'],1308.0
Nans,25419,25,212504195,200068294,27,['25680'],96.0
Nans-sous-Sainte-Anne,25420,25,212504203,200068070,27,['25330'],167.0
Narbief,25421,25,212504211,242504355,27,['25210'],109.0
Neuchâtel-Urtière,25422,25,212504229,200065647,27,['25150'],164.0
Les Premiers Sapins,25424,25,200057156,242504181,27,['25580'],1587.0
Noël-Cerneux,25425,25,212504252,242504355,27,['25500'],453.0
Noirefontaine,25426,25,212504260,200065647,27,['25190'],324.0
Noironte,25427,25,212504278,242500361,27,['25170'],405.0
Nommay,25428,25,212504286,200065647,27,['25600'],1596.0
Novillars,25429,25,212504294,242500361,27,['25220'],1334.0
Ollans,25430,25,212504302,242504447,27,['25640'],43.0
Onans,25431,25,212504310,200068294,27,['25250'],368.0
Orchamps-Vennes,25432,25,212504328,242504181,27,['25390'],2189.0
Orgeans-Blanchefontaine,25433,25,212504336,200023075,27,['25120'],41.0
Ornans,25434,25,200055903,200068070,27,"['25290', '25620']",4419.0
Orsans,25435,25,212504351,242504181,27,['25530'],179.0
Orve,25436,25,212504369,242504371,27,['25430'],59.0
Osse,25437,25,212504377,242504447,27,['25360'],372.0
Osselle-Routelle,25438,25,200060556,242500361,27,"['25320', '25410']",961.0
Ougney-Douvot,25439,25,212504393,242504447,27,['25640'],252.0
Ouhans,25440,25,212504401,242500320,27,['25520'],398.0
Ouvans,25441,25,212504419,242504181,27,['25530'],68.0
Oye-et-Pallet,25442,25,212504427,200069565,27,['25160'],709.0
Palantine,25443,25,212504435,200068070,27,['25440'],61.0
Palise,25444,25,212504443,242500361,27,['25870'],150.0
Paroy,25445,25,212504450,200068070,27,['25440'],116.0
Passavant,25446,25,212504468,242504447,27,['25360'],191.0
Passonfontaine,25447,25,212504476,242504181,27,['25690'],331.0
Pelousey,25448,25,212504484,242500361,27,['25170'],1617.0
Péseux,25449,25,212504492,242504371,27,['25190'],133.0
Pessans,25450,25,212504500,200068070,27,['25440'],89.0
Petite-Chaux,25451,25,212504518,200069565,27,['25240'],177.0
Pierrefontaine-lès-Blamont,25452,25,212504526,200065647,27,['25310'],484.0
Pierrefontaine-les-Varans,25453,25,212504534,242504181,27,['25510'],1356.0
Pirey,25454,25,212504542,242500361,27,['25480'],2156.0
Placey,25455,25,212504559,200041887,27,['25170'],197.0
Plaimbois-du-Miroir,25456,25,212504567,242504355,27,['25210'],276.0
Plaimbois-Vennes,25457,25,212504575,242504181,27,['25390'],113.0
Les Plains-et-Grands-Essarts,25458,25,212504583,200023075,27,['25470'],207.0
La Planée,25459,25,212504591,200069565,27,['25160'],332.0
Le Val,25460,25,200068344,200068070,27,['25440'],251.0
Pompierre-sur-Doubs,25461,25,212504617,200068294,27,['25340'],300.0
Pontarlier,25462,25,212504625,242500338,27,['25300'],18067.0
Pont-de-Roide-Vermondans,25463,25,200037182,200065647,27,['25150'],3912.0
Les Pontets,25464,25,212504641,200069565,27,['25240'],141.0
Pont-les-Moulins,25465,25,212504658,242504447,27,['25110'],208.0
Pouilley-Français,25466,25,212504666,242500361,27,['25410'],816.0
Pouilley-les-Vignes,25467,25,212504674,242500361,27,['25115'],2195.0
Pouligney-Lusans,25468,25,212504682,242504447,27,['25640'],850.0
Présentevillers,25469,25,212504690,200065647,27,['25550'],461.0
La Prétière,25470,25,212504708,200068294,27,['25250'],159.0
Provenchère,25471,25,212504716,242504371,27,['25380'],142.0
Puessans,25472,25,212504724,200068294,27,['25680'],32.0
Pugey,25473,25,212504732,242500361,27,['25720'],676.0
Le Puy,25474,25,212504740,242504447,27,['25640'],104.0
Quingey,25475,25,212504757,200068070,27,['25440'],1299.0
Rahon,25476,25,212504765,242504371,27,['25430'],140.0
Rancenay,25477,25,212504773,242500361,27,['25320'],436.0
Randevillers,25478,25,212504781,242504371,27,['25430'],106.0
Rang,25479,25,212504799,200068294,27,['25250'],389.0
Raynans,25481,25,212504815,200065647,27,['25550'],338.0
Recologne,25482,25,212504823,200041887,27,['25170'],730.0
Reculfoz,25483,25,212504831,200069565,27,['25240'],45.0
Rémondans-Vaivre,25485,25,212504856,200065647,27,['25150'],205.0
Remoray-Boujeons,25486,25,212504864,200069565,27,['25160'],466.0
Renédale,25487,25,212504872,242500320,27,['25520'],41.0
Rennes-sur-Loue,25488,25,212504880,200068070,27,['25440'],108.0
Reugney,25489,25,212504898,200068070,27,['25330'],268.0
Rigney,25490,25,212504906,242504447,27,['25640'],367.0
Rignosot,25491,25,212504914,242504447,27,['25640'],106.0
Rillans,25492,25,212504922,242504447,27,['25110'],97.0
La Rivière-Drugeon,25493,25,212504930,242504496,27,['25560'],933.0
Rochejean,25494,25,212504948,200069565,27,['25370'],754.0
Roche-lez-Beaupré,25495,25,212504955,242500361,27,['25220'],2158.0
Roche-lès-Clerval,25496,25,212504963,200068294,27,['25340'],98.0
Roches-lès-Blamont,25497,25,212504971,200065647,27,['25310'],612.0
Rognon,25498,25,212504989,200068294,27,['25680'],44.0
Romain,25499,25,212504997,200068294,27,['25680'],116.0
Ronchaux,25500,25,212505002,200068070,27,['25440'],103.0
Rondefontaine,25501,25,212505010,200069565,27,['25240'],38.0
Roset-Fluans,25502,25,212505028,242500361,27,['25410'],599.0
Rosières-sur-Barbèche,25503,25,212505036,242504371,27,['25190'],108.0
Rosureux,25504,25,212505044,200023075,27,['25380'],79.0
Rougemont,25505,25,212505051,200068294,27,['25680'],1051.0
Rougemontot,25506,25,212505069,242504447,27,['25640'],87.0
Rouhe,25507,25,212505077,200068070,27,['25440'],87.0
Roulans,25508,25,212505085,242504447,27,['25640'],1125.0
Ruffey-le-Château,25510,25,212505101,200041887,27,['25170'],366.0
Rurey,25511,25,212505119,200068070,27,['25290'],354.0
Le Russey,25512,25,212505127,242504355,27,['25210'],2599.0
Sainte-Anne,25513,25,212505135,200068070,27,['25270'],50.0
Saint-Antoine,25514,25,212505143,200069565,27,['25370'],305.0
Sainte-Colombe,25515,25,212505150,242500338,27,['25300'],488.0
Saint-Georges-Armont,25516,25,212505168,200068294,27,['25340'],122.0
Saint-Gorgon-Main,25517,25,212505176,242500320,27,['25520'],250.0
Saint-Hilaire,25518,25,212505184,242504447,27,['25640'],157.0
Saint-Hippolyte,25519,25,212505192,200023075,27,['25190'],981.0
Saint-Juan,25520,25,212505200,242504447,27,['25360'],191.0
Saint-Julien-lès-Montbéliard,25521,25,212505218,200065647,27,['25550'],158.0
Saint-Julien-lès-Russey,25522,25,212505226,242504355,27,['25210'],181.0
Sainte-Marie,25523,25,212505234,200065647,27,['25113'],648.0
Saint-Maurice-Colombier,25524,25,212505242,200065647,27,['25260'],875.0
Saint-Point-Lac,25525,25,212505259,200069565,27,['25160'],306.0
Sainte-Suzanne,25526,25,212505267,200065647,27,['25630'],1501.0
Saint-Vit,25527,25,212505275,242500361,27,['25410'],5133.0
Samson,25528,25,212505283,200068070,27,['25440'],74.0
Sancey,25529,25,200054146,242504371,27,['25430'],1385.0
Saône,25532,25,212505325,242500361,27,['25660'],3195.0
Sarrageois,25534,25,212505341,200069565,27,['25240'],197.0
Saules,25535,25,212505358,200068070,27,['25580'],234.0
Sauvagney,25536,25,212505366,200041887,27,['25170'],196.0
Scey-Maisières,25537,25,212505374,200068070,27,['25290'],286.0
Séchin,25538,25,212505382,242504447,27,['25110'],114.0
Seloncourt,25539,25,212505390,200065647,27,['25230'],5854.0
Semondans,25540,25,212505408,200065647,27,['25750'],301.0
Septfontaines,25541,25,212505416,242504488,27,['25270'],371.0
Serre-les-Sapins,25542,25,212505424,242500361,27,['25770'],2004.0
Servin,25544,25,212505440,242504371,27,['25430'],195.0
Silley-Amancey,25545,25,212505457,200068070,27,['25330'],129.0
Silley-Bléfond,25546,25,212505465,242504447,27,['25110'],54.0
Sochaux,25547,25,212505473,200065647,27,['25600'],3721.0
Solemont,25548,25,212505481,200065647,27,['25190'],131.0
La Sommette,25550,25,212505507,242504181,27,['25510'],238.0
Soulce-Cernay,25551,25,212505515,200023075,27,['25190'],136.0
Sourans,25552,25,212505523,200068294,27,['25250'],113.0
Soye,25553,25,212505531,200068294,27,['25250'],360.0
Surmont,25554,25,212505549,242504371,27,['25380'],127.0
Taillecourt,25555,25,212505556,200065647,27,['25400'],1144.0
Tallans,25556,25,212505564,200068294,27,['25680'],47.0
Tallenay,25557,25,212505572,242500361,27,['25870'],436.0
Tarcenay-Foucherans,25558,25,200082758,200068070,27,['25620'],1498.0
Thiébouhans,25559,25,212505598,200023075,27,['25470'],229.0
Thise,25560,25,212505606,242500361,27,['25220'],2994.0
Thoraise,25561,25,212505614,242500361,27,['25320'],336.0
Thulay,25562,25,212505622,200065647,27,['25310'],203.0
Thurey-le-Mont,25563,25,212505630,242504447,27,['25870'],114.0
Torpes,25564,25,212505648,242500361,27,['25320'],995.0
Touillon-et-Loutelet,25565,25,212505655,200069565,27,['25370'],262.0
La Tour-de-Sçay,25566,25,212505663,242504447,27,['25640'],315.0
Tournans,25567,25,212505671,200068294,27,['25680'],112.0
Trépot,25569,25,212505697,200068070,27,['25620'],565.0
Tressandans,25570,25,212505705,247000714,27,['25680'],28.0
Trévillers,25571,25,212505713,200023075,27,['25470'],533.0
Trouvans,25572,25,212505721,200068294,27,['25680'],100.0
Urtière,25573,25,212505739,200023075,27,['25470'],15.0
Uzelle,25574,25,212505747,200068294,27,['25340'],194.0
Vaire,25575,25,200062438,242500361,27,['25220'],812.0
Valdahon,25578,25,212505788,242504181,27,['25800'],5705.0
Val-de-Roulans,25579,25,212505796,242504447,27,['25640'],190.0
Valentigney,25580,25,212505804,200065647,27,['25700'],10501.0
Valleroy,25582,25,212505820,242504447,27,['25870'],148.0
Valonne,25583,25,212505838,242504371,27,['25190'],269.0
Valoreille,25584,25,212505846,200023075,27,['25190'],128.0
Vandoncourt,25586,25,212505861,200065647,27,['25230'],788.0
Vaucluse,25588,25,212505887,200023075,27,['25380'],115.0
Vauclusotte,25589,25,212505895,200023075,27,['25380'],74.0
Vaudrivillers,25590,25,212505903,242504371,27,['25360'],77.0
Vaufrey,25591,25,212505911,200023075,27,['25190'],147.0
Vaux-et-Chantegrue,25592,25,212505929,242504496,27,['25160'],689.0
Velesmes-Essarts,25594,25,212505945,242500361,27,['25410'],369.0
Vellerot-lès-Belvoir,25595,25,212505952,242504371,27,['25430'],95.0
Vellerot-lès-Vercel,25596,25,212505960,242504181,27,['25530'],65.0
Vellevans,25597,25,212505978,242504371,27,['25430'],253.0
Venise,25598,25,212505986,242500361,27,['25870'],518.0
Vennans,25599,25,212505994,242504447,27,['25640'],248.0
Vennes,25600,25,212506000,242504181,27,['25390'],238.0
Vercel-Villedieu-le-Camp,25601,25,212506018,242504181,27,['25530'],1762.0
Vergranne,25602,25,212506026,242504447,27,['25110'],116.0
Verne,25604,25,212506042,242504447,27,['25110'],125.0
Vernierfontaine,25605,25,212506059,242504181,27,['25580'],486.0
Vernois-lès-Belvoir,25607,25,212506075,242504371,27,['25430'],50.0
Le Vernoy,25608,25,212506083,247000722,27,['25750'],179.0
Verrières-de-Joux,25609,25,212506091,242500338,27,['25300'],464.0
La Vèze,25611,25,212506117,242500361,27,['25660'],493.0
Vieilley,25612,25,212506125,242500361,27,['25870'],664.0
Viéthorey,25613,25,212506133,200068294,27,['25340'],86.0
Vieux-Charmont,25614,25,212506141,200065647,27,['25600'],2786.0
Villars-lès-Blamont,25615,25,212506158,200065647,27,['25310'],469.0
Villars-Saint-Georges,25616,25,212506166,242500361,27,['25410'],283.0
Villars-sous-Dampjoux,25617,25,212506174,200065647,27,['25190'],350.0
Villars-sous-Écot,25618,25,212506182,200065647,27,['25150'],332.0
Les Villedieu,25619,25,212506190,200069565,27,['25240'],233.0
Villeneuve-d'Amont,25621,25,212506216,242504488,27,['25270'],213.0
Villers-Buzon,25622,25,212506224,200041887,27,['25170'],312.0
Villers-Chief,25623,25,212506232,242504181,27,['25530'],148.0
Villers-Grélot,25624,25,212506240,242504447,27,['25640'],152.0
Villers-la-Combe,25625,25,212506257,242504181,27,['25510'],49.0
Villers-Saint-Martin,25626,25,212506265,242504447,27,['25110'],225.0
Villers-sous-Chalamont,25627,25,212506273,242504488,27,['25270'],293.0
Voillans,25629,25,212506299,242504447,27,['25110'],193.0
Voires,25630,25,212506307,242504181,27,['25580'],77.0
Vorges-les-Pins,25631,25,212506315,242500361,27,['25320'],562.0
Voujeaucourt,25632,25,212506323,200065647,27,['25420'],3174.0
Vuillafans,25633,25,212506331,200068070,27,['25840'],669.0
Vuillecin,25634,25,212506349,242500338,27,['25300'],687.0
Vyt-lès-Belvoir,25635,25,212506356,242504371,27,['25430'],179.0
Solaure en Diois,26001,26,200060721,242600534,84,['26150'],456.0
Albon,26002,26,212600027,200040491,84,['26140'],1942.0
Aleyrac,26003,26,212600035,242600492,84,['26770'],50.0
Alixan,26004,26,212600043,200068781,84,['26300'],2729.0
Allan,26005,26,212600050,200040459,84,['26780'],1980.0
Allex,26006,26,212600068,242600252,84,['26400'],2698.0
Ambonil,26007,26,212600076,242600252,84,['26800'],106.0
Ancône,26008,26,212600084,200040459,84,['26200'],1338.0
Andancette,26009,26,212600092,200040491,84,['26140'],1330.0
Anneyron,26010,26,212600100,200040491,84,['26140'],4169.0
Aouste-sur-Sye,26011,26,212600118,200040509,84,['26400'],2733.0
